,player_ID,age,height,weight,intl_rep,pace,pace_sprint_speed,drib_balance,drib_reactions,drib_composure,pass_vision,def_heading,phys_jumping,phys_stamina,phys_strength,phys_aggression,gk_speed,gk_kicking,weak_foot,skill_moves,price_ps4
15,4230,24,180,75,1,74.0,73.0,73.0,71.0,62,66.0,60.0,67.0,63.0,74.0,65.0,41.43985355648535,63.61035564853557,4,3,700.0
16,335,33,190,82,3,57.0,57.0,56.0,80.0,73,49.0,77.0,77.0,62.0,82.0,79.0,41.43985355648535,63.61035564853557,3,2,1700.0
17,7230,20,178,67,1,82.0,82.0,73.0,68.0,60,58.0,38.0,62.0,66.0,52.0,33.0,41.43985355648535,63.61035564853557,2,3,2500.0
18,12495,24,188,82,1,69.76604653945085,48.0,48.0,58.0,22,16.0,17.0,55.0,32.0,73.0,21.0,44.0,57.0,2,1,200.0
19,4016,29,184,77,1,76.0,79.0,69.0,64.0,64,44.0,57.0,67.0,82.0,70.0,77.0,41.43985355648535,63.61035564853557,3,2,1900.0
20,16326,34,178,77,1,63.0,65.0,53.0,76.0,63,73.0,65.0,70.0,77.0,75.0,80.0,41.43985355648535,63.61035564853557,4,3,500.0
21,15088,21,180,74,1,65.0,67.0,64.0,51.0,53,47.0,45.0,62.0,67.0,55.0,60.0,41.43985355648535,63.61035564853557,2,2,200.0
22,21277,32,182,76,3,76.0,76.0,77.0,72.0,80,81.0,72.0,83.0,72.0,69.0,48.0,41.43985355648535,63.61035564853557,3,4,700.0
23,17361,30,180,82,1,70.0,71.0,65.0,66.0,59,68.0,52.0,90.0,82.0,78.0,51.0,41.43985355648535,63.61035564853557,3,2,300.0
24,13977,29,171,68,1,77.0,76.0,90.0,51.0,48,54.0,46.0,62.0,57.0,43.0,52.0,41.43985355648535,63.61035564853557,3,3,1400.0
25,13032,21,183,75,1,67.0,67.0,46.0,59.0,45,47.0,50.0,48.0,72.0,64.0,64.0,41.43985355648535,63.61035564853557,3,2,200.0
26,3884,31,183,75,2,68.0,66.0,68.0,68.0,70,67.0,67.0,67.0,79.0,68.0,82.0,41.43985355648535,63.61035564853557,3,3,750.0
27,16257,21,183,69,1,53.0,57.0,67.0,51.0,50,30.0,57.0,70.0,58.0,42.0,50.0,41.43985355648535,63.61035564853557,3,2,3000.0
28,8736,21,177,70,1,79.0,79.0,80.0,64.0,71,66.0,56.0,77.0,55.0,64.0,67.0,41.43985355648535,63.61035564853557,3,3,800.0
29,11118,21,189,79,1,73.0,75.0,54.0,58.0,53,40.0,64.0,73.0,68.0,78.0,67.0,41.43985355648535,63.61035564853557,4,2,200.0
30,3776,33,192,84,1,39.0,41.0,40.0,73.0,56,51.0,69.0,38.0,70.0,81.0,67.0,41.43985355648535,63.61035564853557,3,2,3200.0
31,3733,21,174,79,1,79.0,79.0,64.0,64.0,69,54.0,70.0,79.0,72.0,85.0,56.0,41.43985355648535,63.61035564853557,3,3,4700.0
32,18788,33,185,80,5,93.0,94.0,65.0,99.0,99,92.0,98.0,99.0,98.0,86.0,67.0,41.43985355648535,63.61035564853557,4,5,2375000.0
33,11628,25,170,66,1,67.0,67.0,80.0,58.0,57,62.0,46.0,63.0,63.0,58.0,63.0,41.43985355648535,63.61035564853557,3,2,200.0
34,20819,31,183,77,1,66.0,68.0,62.0,70.0,57,58.0,50.0,70.0,65.0,72.0,70.0,41.43985355648535,63.61035564853557,4,2,200.0
35,352,29,185,81,3,68.0,69.0,63.0,82.0,83,76.0,78.0,77.0,87.0,76.0,78.0,41.43985355648535,63.61035564853557,3,2,750.0
36,10939,25,173,70,1,68.0,65.0,72.0,57.0,59,66.0,29.0,35.0,74.0,56.0,77.0,41.43985355648535,63.61035564853557,3,3,550.0
37,12627,26,183,70,1,65.0,64.0,69.0,58.0,56,58.0,44.0,59.0,72.0,57.0,66.0,41.43985355648535,63.61035564853557,3,2,200.0
38,14059,21,166,60,1,64.0,64.0,65.0,56.0,52,33.0,56.0,63.0,66.0,66.0,50.0,41.43985355648535,63.61035564853557,3,2,3000.0
39,8689,22,188,70,1,50.0,53.0,64.0,53.0,58,54.0,68.0,74.0,58.0,73.0,63.0,41.43985355648535,63.61035564853557,3,2,700.0
40,10798,32,175,69,1,76.0,76.0,63.0,60.0,66,53.0,44.0,78.0,74.0,80.0,69.0,41.43985355648535,63.61035564853557,3,2,450.0
41,20745,29,181,80,1,70.0,69.0,54.0,74.0,69,59.0,68.0,51.0,69.0,83.0,73.0,41.43985355648535,63.61035564853557,3,2,900.0
42,5295,25,180,76,1,83.0,83.0,68.0,63.0,69,66.0,39.0,58.0,68.0,60.0,44.0,41.43985355648535,63.61035564853557,4,3,200.0
43,12693,23,172,72,1,64.0,64.0,79.0,61.0,51,55.0,31.0,62.0,60.0,52.0,52.0,41.43985355648535,63.61035564853557,3,3,200.0
44,5167,21,188,74,1,90.0,94.0,66.0,66.0,64,57.0,44.0,50.0,62.0,79.0,59.0,41.43985355648535,63.61035564853557,3,3,650.0
45,773,26,175,80,1,73.0,76.0,81.0,73.0,70,75.0,62.0,80.0,80.0,69.0,80.0,41.43985355648535,63.61035564853557,3,3,450.0
46,13155,19,173,64,1,65.0,66.0,81.0,46.0,52,52.0,45.0,46.0,54.0,36.0,39.0,41.43985355648535,63.61035564853557,3,3,3500.0
47,4354,23,186,79,1,64.0,63.0,65.0,72.0,65,60.0,66.0,66.0,68.0,75.0,71.0,41.43985355648535,63.61035564853557,3,2,750.0
48,6285,30,182,76,1,68.0,71.0,65.0,67.0,69,56.0,62.0,70.0,85.0,66.0,66.0,41.43985355648535,63.61035564853557,4,2,350.0
49,4012,30,193,80,1,69.76604653945085,37.0,56.0,75.0,36,42.0,21.0,63.0,19.0,66.0,42.0,32.0,63.0,2,1,1500.0
50,3644,23,171,67,1,65.0,62.0,85.0,68.0,65,58.0,58.0,69.0,78.0,71.0,85.0,41.43985355648535,63.61035564853557,3,2,400.0
51,13660,26,171,70,1,67.0,68.0,88.0,54.0,56,37.0,55.0,73.0,71.0,70.0,74.0,41.43985355648535,63.61035564853557,3,2,200.0
52,14767,23,188,77,1,69.76604653945085,46.0,58.0,53.0,26,31.0,12.0,50.0,28.0,57.0,18.0,44.0,54.0,2,1,200.0
53,13639,28,186,77,1,37.0,40.0,53.0,57.0,60,39.0,55.0,66.0,63.0,73.0,64.0,41.43985355648535,63.61035564853557,3,2,200.0
54,7526,32,181,74,1,63.0,63.0,65.0,66.0,44,60.0,66.0,61.0,72.0,72.0,44.0,41.43985355648535,63.61035564853557,4,2,1000.0
55,665,33,185,78,3,69.76604653945085,50.0,42.0,74.0,57,48.0,19.0,75.0,34.0,56.0,19.0,47.0,78.0,3,1,700.0
56,17042,29,187,88,1,65.0,63.0,48.0,74.0,64,56.0,82.0,79.0,55.0,84.0,36.0,41.43985355648535,63.61035564853557,3,2,350.0
57,9875,32,183,72,1,72.0,74.0,70.0,58.0,57,50.0,60.0,70.0,69.0,73.0,55.0,41.43985355648535,63.61035564853557,4,2,3500.0
58,126,30,174,75,4,78.0,79.0,82.0,87.0,85,75.0,71.0,77.0,81.0,77.0,84.0,41.43985355648535,63.61035564853557,4,4,22000.0
59,12110,34,187,82,1,69.76604653945085,25.0,22.0,56.0,17,41.0,21.0,37.0,19.0,39.0,21.0,23.0,43.0,2,1,200.0
60,3596,27,177,73,1,65.0,62.0,69.0,70.0,71,63.0,65.0,70.0,76.0,66.0,75.0,41.43985355648535,63.61035564853557,3,2,200.0
61,8847,20,183,75,1,68.0,68.0,67.0,65.0,63,62.0,65.0,63.0,54.0,52.0,34.0,41.43985355648535,63.61035564853557,3,3,300.0
62,16603,23,168,72,1,54.0,49.0,68.0,55.0,45,42.0,51.0,62.0,50.0,58.0,48.0,41.43985355648535,63.61035564853557,2,2,200.0
63,20393,25,193,84,1,69.76604653945085,42.0,55.0,61.0,61,43.0,13.0,71.0,38.0,64.0,37.0,54.0,61.0,2,1,600.0
64,21345,23,175,70,1,83.0,83.0,79.0,64.0,59,61.0,68.0,41.0,55.0,58.0,40.0,41.43985355648535,63.61035564853557,4,4,500.0
65,17813,22,170,58,3,85.0,84.0,84.0,76.0,79,84.0,54.0,73.0,80.0,69.0,63.0,41.43985355648535,63.61035564853557,2,3,8600.0
66,17775,28,180,70,3,74.0,74.0,79.0,84.0,84,89.0,63.0,61.0,79.0,65.0,68.0,41.43985355648535,63.61035564853557,4,4,10000.0
67,2471,24,166,58,1,73.0,71.0,93.0,64.0,76,70.0,47.0,71.0,70.0,31.0,33.0,41.43985355648535,63.61035564853557,3,3,800.0
68,16817,22,185,68,1,71.0,70.0,75.0,55.0,66,65.0,54.0,68.0,74.0,66.0,67.0,41.43985355648535,63.61035564853557,3,2,4200.0
69,6950,20,188,75,1,70.0,69.0,67.0,58.0,51,62.0,61.0,55.0,63.0,67.0,56.0,41.43985355648535,63.61035564853557,3,4,4300.0
70,7151,23,173,69,1,79.0,80.0,86.0,64.0,59,57.0,51.0,75.0,57.0,63.0,57.0,41.43985355648535,63.61035564853557,3,3,250.0
71,9657,21,188,78,1,69.76604653945085,34.0,40.0,51.0,20,30.0,14.0,55.0,28.0,55.0,18.0,34.0,65.0,2,1,200.0
72,13491,20,191,77,1,57.0,63.0,59.0,52.0,54,49.0,60.0,63.0,63.0,71.0,59.0,41.43985355648535,63.61035564853557,3,2,200.0
73,14002,25,172,56,1,69.0,72.0,80.0,52.0,61,58.0,49.0,55.0,68.0,44.0,52.0,41.43985355648535,63.61035564853557,2,2,200.0
74,13302,25,180,70,1,69.76604653945085,41.0,68.0,51.0,35,28.0,19.0,56.0,28.0,53.0,25.0,42.0,41.0,3,1,200.0
75,17987,27,192,78,1,69.76604653945085,33.0,29.0,69.0,39,37.0,14.0,48.0,43.0,69.0,25.0,36.0,73.0,3,1,650.0
76,20107,28,175,72,1,81.0,81.0,79.0,68.0,59,69.0,62.0,70.0,74.0,62.0,67.0,41.43985355648535,63.61035564853557,3,3,1700.0
77,12926,28,175,70,1,53.0,51.0,75.0,48.0,53,31.0,53.0,81.0,58.0,67.0,57.0,41.43985355648535,63.61035564853557,2,2,700.0
78,6302,30,182,72,1,76.0,74.0,58.0,65.0,62,65.0,51.0,55.0,74.0,59.0,63.0,41.43985355648535,63.61035564853557,4,4,350.0
79,3264,30,184,74,1,73.0,74.0,62.0,67.0,59,52.0,68.0,81.0,71.0,76.0,70.0,41.43985355648535,63.61035564853557,3,2,1100.0
80,7659,27,193,83,1,69.76604653945085,46.0,41.0,63.0,33,46.0,8.0,65.0,33.0,52.0,36.0,43.0,61.0,3,1,400.0
81,3755,38,183,70,2,23.0,24.0,53.0,68.0,84,41.0,73.0,58.0,61.0,77.0,66.0,41.43985355648535,63.61035564853557,3,2,200.0
82,14380,20,175,80,1,73.0,72.0,69.0,53.0,41,39.0,43.0,64.0,62.0,63.0,52.0,41.43985355648535,63.61035564853557,3,2,1000.0
83,11348,24,186,80,1,65.0,65.0,58.0,54.0,54,44.0,61.0,62.0,62.0,66.0,48.0,41.43985355648535,63.61035564853557,3,3,200.0
84,4886,29,185,77,1,69.0,66.0,66.0,64.0,66,64.0,56.0,53.0,76.0,60.0,71.0,41.43985355648535,63.61035564853557,3,2,500.0
85,16161,28,179,70,1,91.0,91.0,73.0,62.0,58,57.0,56.0,94.0,63.0,65.0,64.0,41.43985355648535,63.61035564853557,2,3,300.0
86,12483,21,191,82,1,69.76604653945085,39.0,40.0,54.0,29,21.0,15.0,54.0,23.0,57.0,19.0,33.0,57.0,3,1,200.0
87,3471,26,180,67,1,79.0,79.0,82.0,67.0,74,69.0,50.0,72.0,75.0,62.0,40.0,41.43985355648535,63.61035564853557,3,3,3600.0
88,4579,35,187,78,1,43.0,39.0,48.0,62.0,59,43.0,69.0,68.0,58.0,77.0,84.0,41.43985355648535,63.61035564853557,3,2,1200.0
89,14259,22,180,80,1,62.0,63.0,64.0,48.0,46,35.0,54.0,81.0,66.0,63.0,58.0,41.43985355648535,63.61035564853557,4,2,200.0
90,12190,36,176,70,1,51.0,57.0,66.0,62.0,60,62.0,42.0,74.0,31.0,57.0,73.0,41.43985355648535,63.61035564853557,2,3,200.0
91,13275,26,178,67,1,61.0,64.0,57.0,58.0,46,37.0,52.0,80.0,61.0,79.0,63.0,41.43985355648535,63.61035564853557,4,2,3000.0
92,696,31,179,73,3,45.0,41.0,72.0,79.0,78,67.0,65.0,82.0,72.0,71.0,83.0,41.43985355648535,63.61035564853557,3,2,8000.0
93,1661,27,196,89,1,62.0,69.0,31.0,74.0,69,52.0,70.0,54.0,68.0,90.0,72.0,41.43985355648535,63.61035564853557,3,2,700.0
94,20733,27,182,84,0,65.0,66.94292163818123,65.09335698161884,64.52429323874019,0,55.935988390841665,54.55949693647211,66.59905406858003,65.83263463398903,67.03643985811028,57.799473288186604,41.43985355648535,63.61035564853557,4,3,500.0
95,11770,23,193,79,1,69.76604653945085,36.0,44.0,53.0,30,24.0,14.0,56.0,28.0,60.0,24.0,35.0,55.0,2,1,800.0
96,11736,27,182,78,1,66.0,67.0,59.0,65.0,48,44.0,58.0,55.0,71.0,73.0,52.0,41.43985355648535,63.61035564853557,3,3,200.0
97,11425,19,182,72,1,69.0,69.0,66.0,60.0,51,56.0,54.0,55.0,64.0,58.0,50.0,41.43985355648535,63.61035564853557,3,3,650.0
98,19001,27,181,76,3,90.0,90.0,90.0,91.0,87,97.0,90.0,93.0,99.0,87.0,76.0,41.43985355648535,63.61035564853557,4,4,213000.0
99,8014,35,167,66,1,63.0,63.0,82.0,70.0,66,65.0,63.0,63.0,67.0,77.0,78.0,41.43985355648535,63.61035564853557,4,3,7000.0
100,7102,26,169,65,1,76.0,79.0,86.0,63.0,59,65.0,49.0,49.0,48.0,49.0,31.0,41.43985355648535,63.61035564853557,2,2,1500.0
101,21432,28,185,81,2,71.0,77.0,59.0,70.0,65,64.0,76.0,81.0,64.0,75.0,71.0,41.43985355648535,63.61035564853557,3,2,800.0
102,3661,24,171,74,1,88.0,88.0,89.0,70.0,68,64.0,62.0,83.0,69.0,59.0,37.0,41.43985355648535,63.61035564853557,4,4,2900.0
103,19444,32,175,72,1,75.0,74.0,68.0,70.0,52,64.0,61.0,51.0,73.0,75.0,68.0,41.43985355648535,63.61035564853557,4,2,1900.0
104,3979,31,181,74,1,80.0,84.0,74.0,74.0,76,62.0,63.0,62.0,71.0,65.0,75.0,41.43985355648535,63.61035564853557,4,3,1800.0
105,4727,28,176,68,2,68.0,69.0,76.0,68.0,72,68.0,57.0,76.0,72.0,62.0,68.0,41.43985355648535,63.61035564853557,3,3,1500.0
106,15583,30,196,97,1,62.0,66.0,36.0,78.0,56,47.0,85.0,81.0,65.0,98.0,97.0,41.43985355648535,63.61035564853557,2,2,19250.0
107,21570,24,184,80,2,71.0,71.0,70.0,78.0,78,79.0,76.0,71.0,85.0,80.0,76.0,41.43985355648535,63.61035564853557,3,3,12750.0
108,8440,32,173,69,1,77.0,77.0,80.0,63.0,63,60.0,58.0,73.0,66.0,63.0,56.0,41.43985355648535,63.61035564853557,2,3,1200.0
109,2092,22,175,66,1,81.0,81.0,88.0,75.0,77,67.0,43.0,66.0,68.0,55.0,62.0,41.43985355648535,63.61035564853557,3,4,4900.0
110,19023,29,183,79,3,69.76604653945085,59.0,58.0,80.0,57,58.0,10.0,69.0,45.0,68.0,38.0,53.0,86.0,4,1,34750.0
111,5914,25,176,76,1,73.0,76.0,72.0,65.0,45,48.0,53.0,67.0,79.0,71.0,56.0,41.43985355648535,63.61035564853557,2,2,1100.0
112,5899,28,187,81,1,63.0,65.0,60.0,72.0,61,64.0,52.0,83.0,76.0,77.0,79.0,41.43985355648535,63.61035564853557,3,2,900.0
113,1977,28,184,78,1,61.0,62.0,46.0,74.0,62,37.0,68.0,49.0,73.0,83.0,69.0,41.43985355648535,63.61035564853557,3,2,750.0
114,11041,25,192,86,1,69.76604653945085,40.0,55.0,62.0,29,18.0,15.0,51.0,30.0,58.0,24.0,43.0,55.0,2,1,200.0
115,16952,32,192,88,3,53.0,55.0,52.0,82.0,78,75.0,90.0,82.0,74.0,90.0,76.0,41.43985355648535,63.61035564853557,3,2,1200.0
116,21135,31,182,72,2,83.0,84.0,73.0,76.0,74,67.0,64.0,73.0,76.0,62.0,58.0,41.43985355648535,63.61035564853557,4,4,850.0
117,8265,25,185,79,1,77.0,78.0,59.0,64.0,62,62.0,62.0,40.0,59.0,64.0,43.0,41.43985355648535,63.61035564853557,3,2,200.0
118,608,28,180,78,2,77.0,78.0,73.0,81.0,75,70.0,58.0,76.0,67.0,75.0,70.0,41.43985355648535,63.61035564853557,3,3,1600.0
119,4721,31,191,84,1,69.76604653945085,22.0,55.0,68.0,38,35.0,14.0,68.0,45.0,79.0,34.0,35.0,63.0,2,1,950.0
120,8495,32,183,78,1,54.0,54.0,66.0,64.0,70,65.0,62.0,69.0,69.0,72.0,69.0,41.43985355648535,63.61035564853557,3,2,750.0
121,11712,25,183,74,1,71.0,68.0,63.0,57.0,60,61.0,50.0,65.0,71.0,75.0,68.0,41.43985355648535,63.61035564853557,3,2,200.0
122,9583,26,172,69,1,74.0,74.0,78.0,54.0,48,65.0,55.0,74.0,85.0,52.0,53.0,41.43985355648535,63.61035564853557,3,3,200.0
123,9559,25,175,65,1,66.0,66.0,58.0,60.0,57,61.0,59.0,66.0,65.0,64.0,61.0,41.43985355648535,63.61035564853557,3,3,250.0
124,11771,23,187,76,1,69.76604653945085,41.0,54.0,49.0,31,39.0,13.0,65.0,25.0,53.0,19.0,43.0,60.0,3,1,200.0
125,2521,22,182,74,1,73.0,75.0,67.0,68.0,67,76.0,53.0,58.0,74.0,68.0,43.0,41.43985355648535,63.61035564853557,3,3,1700.0
126,4165,27,177,72,1,73.0,72.0,78.0,74.0,61,69.0,58.0,66.0,53.0,61.0,45.0,41.43985355648535,63.61035564853557,3,4,550.0
127,16871,21,180,75,1,96.0,94.0,86.0,77.0,76,81.0,86.0,99.0,87.0,68.0,70.0,41.43985355648535,63.61035564853557,4,4,27000.0
128,19582,32,186,82,3,69.76604653945085,56.0,45.0,67.0,68,62.0,18.0,62.0,35.0,72.0,24.0,58.0,90.0,3,1,19250.0
129,2606,34,177,73,2,89.0,89.0,73.0,73.0,66,65.0,58.0,59.0,67.0,63.0,77.0,41.43985355648535,63.61035564853557,3,3,350.0
130,3692,23,171,67,1,83.0,82.0,82.0,62.0,64,71.0,33.0,56.0,71.0,42.0,30.0,41.43985355648535,63.61035564853557,2,3,500.0
131,9479,20,167,61,1,78.0,79.0,89.0,55.0,67,62.0,38.0,46.0,68.0,47.0,48.0,41.43985355648535,63.61035564853557,3,3,1300.0
132,13631,39,183,79,1,69.76604653945085,28.0,54.0,63.0,66,36.0,19.0,67.0,34.0,63.0,35.0,29.0,53.0,2,1,2000.0
133,14466,19,173,61,1,77.0,77.0,81.0,45.0,46,34.0,42.0,66.0,57.0,47.0,51.0,41.43985355648535,63.61035564853557,3,2,2200.0
134,4437,22,175,67,1,77.0,77.0,77.0,64.0,65,69.0,64.0,67.0,74.0,69.0,64.0,41.43985355648535,63.61035564853557,3,3,6500.0
135,6066,22,190,90,1,68.0,68.0,58.0,69.0,62,53.0,62.0,80.0,61.0,85.0,58.0,41.43985355648535,63.61035564853557,3,2,2300.0
136,18001,31,163,61,2,84.0,77.0,93.0,82.0,88,84.0,34.0,35.0,77.0,42.0,75.0,41.43985355648535,63.61035564853557,4,4,750.0
137,11899,28,192,78,1,67.0,60.0,47.0,54.0,50,44.0,65.0,60.0,68.0,84.0,60.0,41.43985355648535,63.61035564853557,2,2,450.0
138,561,31,183,75,2,77.0,77.0,65.0,78.0,75,71.0,69.0,80.0,90.0,73.0,79.0,41.43985355648535,63.61035564853557,3,2,1200.0
139,12114,22,187,72,1,66.0,66.0,57.0,52.0,48,51.0,58.0,57.0,86.0,69.0,60.0,41.43985355648535,63.61035564853557,3,2,200.0
140,7179,24,183,75,1,69.76604653945085,27.0,33.0,69.0,43,40.0,14.0,57.0,29.0,41.0,23.0,36.0,64.0,4,1,200.0
141,9072,26,172,70,1,76.0,77.0,83.0,56.0,56,65.0,43.0,75.0,79.0,56.0,66.0,41.43985355648535,63.61035564853557,3,3,300.0
142,942,27,182,76,1,76.0,77.0,67.0,75.0,72,77.0,52.0,44.0,68.0,68.0,74.0,41.43985355648535,63.61035564853557,4,3,1400.0
143,4831,29,195,84,1,69.76604653945085,58.0,51.0,60.0,20,33.0,13.0,60.0,32.0,68.0,23.0,62.0,73.0,2,1,400.0
144,10988,31,187,75,1,61.0,54.0,59.0,69.0,58,64.0,62.0,65.0,63.0,74.0,53.0,41.43985355648535,63.61035564853557,3,3,200.0
145,1258,23,172,71,1,76.0,75.0,85.0,80.0,80,77.0,56.0,57.0,63.0,53.0,73.0,41.43985355648535,63.61035564853557,3,4,600.0
146,11668,27,176,67,1,86.0,89.0,71.0,55.0,54,62.0,43.0,60.0,76.0,54.0,60.0,41.43985355648535,63.61035564853557,2,2,650.0
147,9409,24,176,72,1,74.0,75.0,66.0,59.0,39,36.0,58.0,56.0,74.0,65.0,62.0,41.43985355648535,63.61035564853557,3,2,200.0
148,21090,30,185,78,1,65.0,68.0,72.0,67.0,62,61.0,55.0,75.0,83.0,76.0,68.0,41.43985355648535,63.61035564853557,4,2,300.0
149,3033,29,187,88,1,57.0,61.0,48.0,68.0,76,62.0,78.0,67.0,76.0,84.0,65.0,41.43985355648535,63.61035564853557,2,3,800.0
150,21567,34,190,82,2,69.76604653945085,50.0,47.0,77.0,58,40.0,20.0,61.0,32.0,73.0,35.0,50.0,79.0,4,1,25250.0
151,19045,18,181,70,1,79.0,79.0,76.0,64.0,62,56.0,61.0,75.0,72.0,63.0,37.0,41.43985355648535,63.61035564853557,3,3,24000.0
152,4975,25,177,76,1,68.0,67.0,74.0,68.0,65,71.0,38.0,54.0,63.0,66.0,42.0,41.43985355648535,63.61035564853557,3,3,600.0
153,4861,27,190,86,1,69.76604653945085,30.0,32.0,61.0,21,52.0,11.0,61.0,37.0,79.0,22.0,31.0,73.0,2,1,300.0
154,19418,29,174,68,1,78.0,74.0,75.0,78.0,69,46.0,56.0,80.0,75.0,64.0,74.0,41.43985355648535,63.61035564853557,3,2,1600.0
155,909,28,182,82,2,75.0,72.0,62.0,76.0,69,72.0,61.0,71.0,81.0,75.0,83.0,41.43985355648535,63.61035564853557,3,2,10500.0
156,12349,22,190,75,1,81.0,82.0,66.0,53.0,49,54.0,29.0,69.0,60.0,63.0,32.0,41.43985355648535,63.61035564853557,3,3,200.0
157,14638,20,186,82,1,64.0,67.0,55.0,45.0,49,37.0,55.0,72.0,63.0,65.0,48.0,41.43985355648535,63.61035564853557,3,2,950.0
158,4937,24,180,75,1,78.0,76.0,72.0,69.0,70,71.0,45.0,70.0,80.0,74.0,61.0,41.43985355648535,63.61035564853557,3,4,450.0
159,11102,24,166,68,1,69.0,68.0,80.0,57.0,51,48.0,40.0,53.0,69.0,42.0,60.0,41.43985355648535,63.61035564853557,4,2,1500.0
160,20512,29,177,73,1,78.0,79.0,69.0,67.0,65,53.0,66.0,76.0,75.0,72.0,66.0,41.43985355648535,63.61035564853557,3,2,500.0
161,7059,32,176,73,1,70.0,70.0,70.0,67.0,66,64.0,62.0,84.0,84.0,63.0,73.0,41.43985355648535,63.61035564853557,3,2,200.0
162,20751,28,184,81,1,72.0,75.0,52.0,74.0,61,52.0,76.0,68.0,75.0,88.0,59.0,41.43985355648535,63.61035564853557,2,3,450.0
163,9059,33,178,76,1,70.0,69.0,63.0,62.0,65,57.0,45.0,50.0,70.0,51.0,52.0,41.43985355648535,63.61035564853557,4,3,200.0
164,13505,20,186,80,1,69.0,69.0,56.0,49.0,49,41.0,52.0,69.0,64.0,74.0,60.0,41.43985355648535,63.61035564853557,3,2,450.0
165,7053,25,183,79,1,69.76604653945085,44.0,38.0,62.0,28,28.0,15.0,55.0,42.0,52.0,35.0,38.0,61.0,3,1,200.0
166,16050,28,172,66,1,85.0,85.0,74.0,72.0,73,70.0,54.0,66.0,70.0,57.0,56.0,41.43985355648535,63.61035564853557,3,3,600.0
167,4045,29,185,78,1,67.0,67.0,67.0,70.0,66,56.0,73.0,89.0,64.0,75.0,79.0,41.43985355648535,63.61035564853557,3,2,2800.0
168,20754,27,170,66,1,61.0,58.0,79.0,62.0,56,57.0,48.0,66.0,52.0,61.0,44.0,41.43985355648535,63.61035564853557,4,3,2000.0
169,350,31,199,83,3,69.76604653945085,58.0,41.0,78.0,62,31.0,12.0,38.0,36.0,80.0,42.0,52.0,73.0,2,1,850.0
170,1359,27,174,71,1,77.0,75.0,87.0,75.0,74,75.0,33.0,68.0,82.0,63.0,77.0,41.43985355648535,63.61035564853557,2,3,400.0
171,16752,30,188,86,1,75.0,78.0,68.0,64.0,65,62.0,64.0,74.0,76.0,71.0,66.0,41.43985355648535,63.61035564853557,4,4,1200.0
172,13751,21,170,75,1,70.0,67.0,90.0,53.0,49,53.0,41.0,85.0,54.0,32.0,31.0,41.43985355648535,63.61035564853557,3,2,200.0
173,1616,28,182,80,2,76.0,75.0,71.0,74.0,77,59.0,77.0,90.0,72.0,78.0,83.0,41.43985355648535,63.61035564853557,4,3,500.0
